asset,Hat,Body,Ears,Eyes,Head,name,Class,Family,Weapon,Accessory,Background,FacialHair
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170654d61726c6f77436869657361,None,Chainmail,Plain,Safety Goggles,Ape,Marlow Chiesa,Merchants,Chiesa,Spear,Cigar,Red,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e25616461706544656d70737465724d6f6e6574,Top Hat,Lumberjack Shirt,Plain,VR Headset,Ape,Dempster Monet,Royal Advisors,Monet,None,Pipe,Warm,Big Beard
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170655261655768697465,Top Hat,Ape,Silver Earring,Normal,Ape,Rae White,Craftsmen,White,None,None,Neutral,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170654d6174656f476172633f61,None,Robot,Earphones,Normal,Robot,Mateo García,Explorers,García,None,None,Neutral,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e25616461706546616472697175654d6164646f636b,Wool Cap,Orange,Silver Earring,Normal,Orange,Fadrique Maddock,Military Officers,Maddock,None,Dagger,Green,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e256164617065456d6572736f6e42616c6477696e,Top Hat,Lumberjack Shirt,Plain,VR Headset,Ape,Emerson Baldwin,Military Officers,Baldwin,Rifle,None,Blue,Big Beard
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e25616461706547696c436f72746573,None,Lumberjack Shirt,Plain,Normal,Robot,Gil Cortes,Explorers,Cortes,Sword,Cigar,Aqua,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e256164617065426172746f6c6f6d654d6f6e6574,Hoodie,Brown Suit,Plain,Safety Goggles,Orange,Bartolome Monet,Royal Advisors,Monet,None,Bubblegum,Red,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e256164617065526f63684b696e67,None,Cardigan,Plain,Normal,Orange,Roch King,Artists,King,None,Harmonica,Aqua,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170654d616368696e42616c6477696e,None,Prisoner Uniform,Silver Earring,Aviators,Ape,Machin Baldwin,Military Officers,Baldwin,Spear,Bubblegum,Cold,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e256164617065527574686572666f72644c617669676e65,Wool Cap,Brown Suit,Feather Pen,Normal,Ape,Rutherford Lavigne,Royal Advisors,Lavigne,Rifle,Cigar,Oker,Long White Beard
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170655061756c696e466f7264,Hoodie,Suit,Plain,Normal,Ape,Paulin Ford,Artists,Ford,None,None,Neutral,Goatee
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e256164617065436c616972526f62696e736f6e,None,Doublet,Plain,Normal,Orange,Clair Robinson,Craftsmen,Robinson,None,None,Neutral,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e256164617065536162696e42657374,None,Lumberjack Shirt,Feather Pen,Normal,Orange,Sabin Best,Artists,Best,Sword,None,Red,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170655269706c65794d617273,Spinner Hat,Suit,Plain,Normal,Ape,Ripley Mars,Artists,Mars,None,Wheat,Green,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e256164617065526973686c6579446176696573,None,Prisoner Uniform,Feather Pen,Normal,Orange,Rishley Davies,Craftsmen,Davies,None,None,Cold,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170654f78666f7264646542616c626f61,Privateer Hat,Ape,Plain,Normal,Ape,Oxford de Balboa,Explorers,de Balboa,None,Harmonica,Neutral,Mustache
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170655175696c6963757342726f776e,None,Prisoner Uniform,Plain,Sunglasses,Ape,Quilicus Brown,Craftsmen,Brown,None,Cigar,Warm,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e25616461706544656e766572446176696573,None,Suit,Cardano Earring,Normal,Ape,Denver Davies,Craftsmen,Davies,None,None,Blue,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170654d656e646f48696c6c,None,Chainmail,Plain,Normal,Ape,Mendo Hill,Artists,Hill,None,Paint Brush,Cold,Goatee
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e256164617065526564666f7264436f78,Privateer Hat,Suit,Silver Earring,Normal,Ape,Redford Cox,Artists,Cox,None,Dagger,Green,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170654475646c657957616c6b6572,None,Brown Suit,Silver Earring,Normal,Orange,Dudley Walker,Craftsmen,Walker,None,None,Blue,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e25616461706552616e73666f726452696368,Privateer Hat,Brown Suit,Silver Earring,Normal,Ape,Ransford Rich,Artists,Rich,None,None,Cold,Big Beard
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e25616461706552616d73657956656e7475636369,Pirate Hat,Suit,Plain,VR Headset,Ape,Ramsey Ventucci,Merchants,Ventucci,Spear,None,Aqua,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170654861726d616e56656e7475636369,None,Robot,Plain,VR Headset,Robot,Harman Ventucci,Merchants,Ventucci,None,None,Red,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e256164617065466f7264477265656e,None,Doublet,Plain,Normal,Ape,Ford Green,Craftsmen,Green,None,None,Warm,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170654d61726365617557616c6b6572,None,Brown Suit,Silver Earring,Normal,Ape,Marceau Walker,Craftsmen,Walker,Sword,None,Red,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e25616461706552796c616e56656e7475636369,None,Lumberjack Shirt,Plain,VR Headset,Robot,Rylan Ventucci,Merchants,Ventucci,Sword,None,Cold,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e256164617065416c76696e4d6164646f636b,Spinner Hat,Brown Suit,Silver Earring,Normal,Ape,Alvin Maddock,Military Officers,Maddock,None,Bubblegum,Oker,Big Beard
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170654765726f6e696d6f54686f6d6173,None,Brown Suit,Plain,Normal,Orange,Geronimo Thomas,Craftsmen,Thomas,None,Wheat,Aqua,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e25616461706552616c706852696368,None,Prisoner Uniform,Plain,Spectacles,Ape,Ralph Rich,Artists,Rich,Rifle,None,Blue,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170654a61726d616e416d61746f,None,Doublet,Feather Pen,Wraparound Glasses,Ape,Jarman Amato,Merchants,Amato,None,None,Oker,Big Beard
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e256164617065446f6d696e676f42616c6477696e,Top Hat,Lumberjack Shirt,Plain,Sunglasses,Orange,Domingo Baldwin,Military Officers,Baldwin,Spear,Wheat,Cold,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170654f726d616e526f62696e736f6e,None,Cardigan,Plain,Normal,Ape,Orman Robinson,Craftsmen,Robinson,None,Dagger,Green,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e25616461706543796e72696354686f6d6173,Hoodie,Cardigan,Silver Earring,Normal,Ape,Cynric Thomas,Craftsmen,Thomas,None,None,Blue,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e256164617065576869746669656c64416d61746f,Hoodie,Suit,Plain,Wraparound Glasses,Ape,Whitfield Amato,Merchants,Amato,None,None,Red,Big Beard
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170654761627269656c646542616c626f61,None,Cardigan,Silver Earring,Normal,Orange,Gabriel de Balboa,Explorers,de Balboa,Arrows,None,Blue,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e25616461706550696572736f6e57616c6b6572,Top Hat,Knight Armor,Plain,Normal,Ape,Pierson Walker,Craftsmen,Walker,None,None,Oker,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e256164617065526f6368657374657242657374,Knight Helmet,Brown Suit,Plain,Normal,Ape,Rochester Best,Artists,Best,None,None,Cold,Goatee
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e256164617065466c656d696e674d6f6e6574,None,Lumberjack Shirt,Silver Earring,Spectacles,Ape,Fleming Monet,Royal Advisors,Monet,None,Pipe,Cold,Goatee
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e25616461706557696e73746f6e5461796c6f72,Top Hat,Brown Suit,Silver Earring,Normal,Ape,Winston Taylor,Craftsmen,Taylor,Sword,None,Aqua,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170654d61726c6f7754686f6d6173,None,Brown Suit,Plain,Normal,Orange,Marlow Thomas,Craftsmen,Thomas,None,Wheat,Warm,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e256164617065456c746f6e577269676874,Wool Cap,Lumberjack Shirt,Earphones,VR Headset,Ape,Elton Wright,Military Officers,Wright,None,None,Red,Big Beard
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170654469676279536d697468,Gold Helmet,Suit,Plain,Normal,Ape,Digby Smith,Craftsmen,Smith,Rifle,None,Aqua,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e25616461706552656d696e67746f6e54686f6d6173,Top Hat,Ape,Plain,Normal,Ape,Remington Thomas,Craftsmen,Thomas,None,Dagger,Oker,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170654761727269636b42616c6477696e,None,Cardigan,Plain,Spectacles,Cardano,Garrick Baldwin,Military Officers,Baldwin,None,Gold Teeth,Green,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e256164617065456c6d61724d6164646f636b,Privateer Hat,Brown Suit,Plain,Wraparound Glasses,Ape,Elmar Maddock,Military Officers,Maddock,None,Harmonica,Oker,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e256164617065526165476172633f61,Wool Cap,Brown Suit,Plain,Normal,Ape,Rae García,Explorers,García,None,Bubblegum,Neutral,Big Beard
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e25616461706552656d696e67746f6e4d6f6e6574,Top Hat,Alien,Feather Pen,Normal,Alien,Remington Monet,Royal Advisors,Monet,None,None,Blue,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170654477656e6e6f6e477265656e,None,Prisoner Uniform,Plain,Normal,Ape,Dwennon Green,Craftsmen,Green,None,None,Red,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170654d61726c6f77466f7264,None,Rainbow Suit,Plain,Normal,Ape,Marlow Ford,Artists,Ford,Sword,Cigar,Oker,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e25616461706542656e69746f577269676874,Pirate Hat,Ape,Silver Earring,Aviators,Ape,Benito Wright,Military Officers,Wright,None,Wheat,Red,Goatee
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170654e65776d616e48696c6c,Top Hat,Black Wool Coat,Plain,Sunglasses,Ape,Newman Hill,Artists,Hill,None,None,Oker,Mustache
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170654272656e744d617273,Gold Helmet,Orange,Plain,Normal,Orange,Brent Mars,Artists,Mars,None,None,Red,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170654d616368696e57696c736f6e,None,Knight Armor,Plain,Normal,Ape,Machin Wilson,Craftsmen,Wilson,None,None,Cold,Goatee
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e25616461706544616e6548696c6c,None,Brown Suit,Earphones,Sunglasses,Ape,Dane Hill,Artists,Hill,None,None,Green,Mustache
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e25616461706553686572776f6f64446176696573,King's Crown,Brown Suit,Earphones,Normal,Ape,Sherwood Davies,Craftsmen,Davies,None,None,Red,Mustache
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e256164617065546f6d61734d6164646f636b,Fruit Basket,Suit,Plain,Normal,Orange,Tomas Maddock,Military Officers,Maddock,Spear,Cigar,Warm,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170654c75636173436f72746573,None,Lumberjack Shirt,Earphones,Normal,Orange,Lucas Cortes,Explorers,Cortes,None,Dagger,Cold,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e256164617065436f6c746f6e526f6265727473,None,Lumberjack Shirt,Silver Earring,Sunglasses,Ape,Colton Roberts,Craftsmen,Roberts,None,None,Red,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170654275726765737343617374696c6c6f,Feather Hat,Ape,Plain,Spectacles,Ape,Burgess Castillo,Explorers,Castillo,None,Wheat,Oker,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e25616461706548616c736579526f62696e736f6e,Wool Cap,Cardigan,Plain,Normal,Ape,Halsey Robinson,Craftsmen,Robinson,None,None,Cold,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e25616461706554656c666f72644d6164646f636b,Privateer Hat,Lumberjack Shirt,Plain,Spectacles,Ape,Telford Maddock,Military Officers,Maddock,None,Cigar,Red,Big Beard
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170653f6c69656e436869657361,Fruit Basket,Prisoner Uniform,Plain,Sunglasses,Ape,Élien Chiesa,Merchants,Chiesa,None,Paint Brush,Neutral,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e256164617065426c61646542726f776e,None,Suit,Earphones,Normal,Orange,Blade Brown,Craftsmen,Brown,None,None,Neutral,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170655479654d617273,Spinner Hat,Suit,Plain,Normal,Ape,Tye Mars,Artists,Mars,None,Wheat,Aqua,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e25616461706550696572736f6e526f6265727473,None,Ape,Plain,Normal,Ape,Pierson Roberts,Craftsmen,Roberts,None,Cigar,Neutral,Mustache
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170655269676f6265727442657374,Top Hat,Brown Suit,Plain,Spectacles,Ape,Rigobert Best,Artists,Best,Sword,None,Warm,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170654775696c6c656e56656e7475636369,None,Brown Suit,Plain,Sunglasses,Orange,Guillen Ventucci,Merchants,Ventucci,Sword,Cigar,Oker,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e25616461706552796c616e436f78,None,Prisoner Uniform,Plain,Safety Goggles,Ape,Rylan Cox,Artists,Cox,Spear,None,Aqua,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e256164617065546875726c6f7743617374696c6c6f,None,Suit,Plain,Normal,Robot,Thurlow Castillo,Explorers,Castillo,None,Harmonica,Green,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170654368696c746f6e4d6164646f636b,Wool Cap,Orange,Plain,Normal,Orange,Chilton Maddock,Military Officers,Maddock,Arrows,None,Aqua,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e256164617065417269737465436869657361,Fruit Basket,Suit,Silver Earring,Sunglasses,Ape,Ariste Chiesa,Merchants,Chiesa,None,None,Warm,Big Beard
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e25616461706548616c746f6e436f72746573,None,Lumberjack Shirt,Earphones,Spectacles,Orange,Halton Cortes,Explorers,Cortes,None,None,Cold,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170654d616e75656c577269676874,Knight Helmet,Ape,Earphones,Normal,Ape,Manuel Wright,Military Officers,Wright,Spear,Bubblegum,Oker,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e25616461706557656273746572446176696573,None,Cardigan,Plain,Normal,Ape,Webster Davies,Craftsmen,Davies,Spear,Wheat,Green,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e25616461706553747564734c617669676e65,Feather Hat,Cardigan,Earphones,Normal,Ape,Studs Lavigne,Royal Advisors,Lavigne,Spear,Wheat,Neutral,Big Beard
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e256164617065477574696572726564654d6564696369,Voltaire Wig,Alien,Plain,Aviators,Alien,Gutierre de' Medici,Nobles,de' Medici,Sword,None,Oker,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e25616461706557617264436174616c6469,Feather Hat,Doublet,Plain,Wraparound Glasses,Ape,Ward Cataldi,Merchants,Cataldi,Sword,None,Aqua,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170655261796275726e577269676874,Fruit Basket,Cardigan,Earphones,Normal,Alien,Rayburn Wright,Military Officers,Wright,None,None,Blue,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e25616461706552616c6569676842726f776e,None,Prisoner Uniform,Plain,Normal,Ape,Raleigh Brown,Craftsmen,Brown,Spear,Cigar,Green,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e256164617065456d6572736f6e4b696e67,None,Gold Linen,Cardano Earring,Normal,Ape,Emerson King,Artists,King,None,None,Warm,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170654861726f6c64526f6265727473,Fruit Basket,Chainmail,Plain,Normal,Ape,Harold Roberts,Craftsmen,Roberts,None,None,Warm,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e25616461706553616e63686f4c617669676e65,Pirate Hat,Ape,Silver Earring,Safety Goggles,Ape,Sancho Lavigne,Royal Advisors,Lavigne,Rifle,None,Blue,Goatee
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e25616461706550726976617445647761726473,None,Brown Suit,Plain,Normal,Ape,Privat Edwards,Craftsmen,Edwards,None,None,Blue,Mustache
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170655061726b6572646542616c626f61,None,Robot,Plain,Normal,Robot,Parker de Balboa,Explorers,de Balboa,Sword,None,Cold,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170654c656c616e64416d61746f,Feather Hat,Doublet,Plain,Normal,Ape,Leland Amato,Merchants,Amato,None,Wheat,Warm,Goatee
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170654b6e6f7852696368,None,Cardigan,Plain,Spectacles,Ape,Knox Rich,Artists,Rich,Rifle,None,Oker,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e256164617065426f6c746f6e446176696573,Voltaire Wig,Black Wool Coat,Plain,Normal,Ape,Bolton Davies,Craftsmen,Davies,None,None,Blue,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e256164617065426172636c617948696c6c,Privateer Hat,Ape,Silver Earring,Normal,Ape,Barclay Hill,Artists,Hill,None,Harmonica,Neutral,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e25616461706542656e69746f56656e7475636369,None,Chainmail,Plain,VR Headset,Ape,Benito Ventucci,Merchants,Ventucci,Rifle,None,Oker,Mustache
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e256164617065466c6f72697348696c6c,None,Suit,Feather Pen,Normal,Ape,Floris Hill,Artists,Hill,Sword,Dagger,Cold,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170655374726f75644c617669676e65,Privateer Hat,Brown Suit,Earphones,Shutter Shades,Ape,Stroud Lavigne,Royal Advisors,Lavigne,Sword,None,Aqua,Goatee
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e25616461706552616e73666f7264477265656e,None,Cardigan,Silver Earring,Normal,Ape,Ransford Green,Craftsmen,Green,None,None,Oker,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e256164617065446179746f6e446176696573,None,Orange,Silver Earring,Normal,Orange,Dayton Davies,Craftsmen,Davies,None,None,Neutral,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e25616461706553686570686572644b696e67,None,Ape,Plain,Sunglasses,Ape,Shepherd King,Artists,King,Sword,Cigar,Oker,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e25616461706541676174686f6e4d6164646f636b,None,Suit,Plain,Safety Goggles,Robot,Agathon Maddock,Military Officers,Maddock,Spear,None,Neutral,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170654861726d616e42726f776e,Pirate Hat,Ape,Plain,Normal,Ape,Harman Brown,Craftsmen,Brown,Rifle,None,Aqua,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170654265616d616e42726f776e,None,Doublet,Plain,Normal,Ape,Beaman Brown,Craftsmen,Brown,Spear,None,Neutral,Mustache
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e256164617065426c617343617374696c6c6f,Voltaire Wig,Ape,Plain,Normal,Ape,Blas Castillo,Explorers,Castillo,None,None,Oker,Long White Beard
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e25616461706542616e63726f66745768697465,None,Chainmail,Plain,Normal,Ape,Bancroft White,Craftsmen,White,Sword,None,Green,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e256164617065536865726d616e43617374696c6c6f,None,Brown Suit,Silver Earring,Normal,Cardano,Sherman Castillo,Explorers,Castillo,None,Dagger,Red,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170654379724d6f6e6574,Pirate Hat,Orange,Plain,Spectacles,Orange,Cyr Monet,Royal Advisors,Monet,Rifle,None,Cold,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e25616461706553657761726457616c6b6572,None,Brown Suit,Plain,Shutter Shades,Ape,Seward Walker,Craftsmen,Walker,None,None,Cold,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170655370696b6542657374,None,Chainmail,Plain,Normal,Ape,Spike Best,Artists,Best,Sword,Gold Teeth,Red,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e256164617065526f67617469656e526f62696e736f6e,None,Prisoner Uniform,Plain,Sunglasses,Ape,Rogatien Robinson,Craftsmen,Robinson,None,None,Oker,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170654f616b6c6579436f78,Privateer Hat,Knight Armor,Plain,Normal,Ape,Oakley Cox,Artists,Cox,None,Dagger,Warm,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170654a757374696e69656e526f6265727473,None,Cardigan,Plain,Aviators,Ape,Justinien Roberts,Craftsmen,Roberts,None,None,Neutral,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e256164617065436f6c746f6e4b696e67,None,Chainmail,Feather Pen,Normal,Cardano,Colton King,Artists,King,None,None,Cold,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e25616461706544656e746f6e4b696e67,Top Hat,Ape,Silver Earring,Normal,Ape,Denton King,Artists,King,None,Harmonica,Red,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e256164617065576f6f64726f77477265656e,None,Doublet,Plain,Normal,Ape,Woodrow Green,Craftsmen,Green,None,None,Green,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170654c696e636f6c6e45647761726473,None,Lumberjack Shirt,Plain,Normal,Ape,Lincoln Edwards,Craftsmen,Edwards,Sword,None,Neutral,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170654469676279436f78,Spinner Hat,Cardigan,Plain,Spectacles,Ape,Digby Cox,Artists,Cox,None,None,Cold,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e256164617065466c6575727943617374696c6c6f,None,Lumberjack Shirt,Plain,Aviators,Ape,Fleury Castillo,Explorers,Castillo,Sword,None,Red,Mustache
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e256164617065446f6d696e676f57616c6b6572,None,Prisoner Uniform,Plain,Spectacles,Ape,Domingo Walker,Craftsmen,Walker,None,None,Cold,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e256164617065526f646d616e436f78,None,Ape,Silver Earring,Aviators,Ape,Rodman Cox,Artists,Cox,None,Dagger,Neutral,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e25616461706544776967687464656c614372757a,Gold Helmet,Knight Armor,Silver Earring,Normal,Orange,Dwight de la Cruz,Explorers,de la Cruz,None,None,Green,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e256164617065526176696e676572436174616c6469,Top Hat,Ape,Plain,Normal,Ape,Ravinger Cataldi,Merchants,Cataldi,Arrows,Pipe,Aqua,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e256164617065416c666f6e736f476172633f61,None,Robot,Earphones,Normal,Robot,Alfonso García,Explorers,García,None,None,Red,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170654a616767657257616c6b6572,None,Brown Suit,Plain,Aviators,Ape,Jagger Walker,Craftsmen,Walker,None,None,Cold,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e256164617065576865656c6572477265656e,None,Cardigan,Plain,Normal,Ape,Wheeler Green,Craftsmen,Green,None,None,Oker,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e25616461706543757272696572526f6265727473,Spinner Hat,Brown Suit,Plain,Normal,Ape,Currier Roberts,Craftsmen,Roberts,None,None,Oker,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e256164617065436c6574436869657361,Privateer Hat,Suit,Silver Earring,Aviators,Ape,Clet Chiesa,Merchants,Chiesa,None,None,Aqua,Big Beard
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170654c616e646f6e4b696e67,Privateer Hat,Suit,Plain,VR Headset,Ape,Landon King,Artists,King,None,None,Aqua,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170654a756c69616e436f72746573,Pirate Hat,Ape,Plain,Normal,Ape,Julian Cortes,Explorers,Cortes,Sword,Wheat,Aqua,Mustache
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e256164617065536869706c6579436f78,Privateer Hat,Brown Suit,Silver Earring,Normal,Ape,Shipley Cox,Artists,Cox,None,None,Red,Goatee
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170654a6167676572526f6265727473,None,Ape,Feather Pen,Normal,Ape,Jagger Roberts,Craftsmen,Roberts,Sword,None,Neutral,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e256164617065526164636c696666526f62696e736f6e,None,Black Wool Coat,Plain,Normal,Ape,Radcliff Robinson,Craftsmen,Robinson,None,Wheat,Blue,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e25616461706548616c736579436f72746573,Privateer Hat,Prisoner Uniform,Plain,Normal,Ape,Halsey Cortes,Explorers,Cortes,Sword,None,Green,Goatee
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e25616461706557696c66726564416d61746f,None,Prisoner Uniform,Plain,Monocle,Robot,Wilfred Amato,Merchants,Amato,None,None,Neutral,Normal
